Job Title,Job Description
Django Developer,"Job Description
Expert in Python with knowledge of at least one Python web framework such as Django Flask etc
Familiarity with some ORM Object Relational Mapper libraries
Able to integrate multiple data sources and databases into one system
Understanding of the threading limitations of Python and multiprocess architecture
Good understanding of serverside templating languages such as Jinja 2 Mako etc
Basic understanding of frontend technologies such as JavaScript HTML5 and CSS3
Understanding of accessibility and security compliance
Knowledge of user authentication and authorization between multiple systems servers and environments
Understanding of fundamental design principles behind a scalable application
Familiarity with eventdriven programming in Python
Understanding of the differences between multiple delivery platforms such as mobile vs desktop and optimizing output to match the specific platform
Education
Minimum Bachelors degree in Computer Science Electrical Engineering or related field
Job Features
Job Category Information Technology
Experience 38 YEARS"
Network Administrator,"Knowledge in Windows Linux environments handling highend servers Desktop support
 System administration on Windows 710 pro Linux Ubuntu Cent OS MAC
 Skills on Windows Server 2008 2012
 Must have experience in Windows server management
 Must have networking and security knowledge
 Linux certified
 Cloud knowledge would be a plus
Job Type Fulltime
Salary 14515700 61252500 per year
Experience
work 3 years Preferred
total work 3 years Preferred
Network Administration 3 years Preferred
Education
Bachelors Preferred"
Wordpress Developer,"Hiring Web developers experienced in both WordPress and Laravel urgently for our company
Knowledge in Plugin development
Strong experience and knowledge in working with Laravel framework
Strong experience in website development in WordPress
Knowledge in nuances of WordPress
knowledge in plugin integration in WordPress
Job Types Fulltime WalkIn
Salary 1200000 1500000 per month
Schedule
Day shift
Experience
word press 1 year Preferred
laravel 1 year Required
laravel and wordpress 2 years Preferred
Education
Bachelors Preferred
Work Remotely
No"
Database Administrator,overview worldventures dynamic global memberbased travel company currently looking sr database administrator join tech ops team corporate headquarters plano tx sr dba responsible owning resolving complex issue completion well providing operational database administration service enterprise work closely ops engineering manage internal external database system responsibility collaborate developer process owner stakeholder identify interpret document business requirement engineer implement solution aws rds ec2 primarily via sql couchbase ownership lifecycle administration multiple stack web bi etc environment prod subprod resolve system issue track incident ensure successful backup monitor automated job enhance system availability resiliency identify resolve performance bottleneck provide database design querystored proc design etl process analysis platformssystemsservices identify area feature enhancement performance tuning query rewrite stability availability improvement various platform sql postgres couchbase etc provide detailed monitoring alerting support database related system assist integration various platform service qlikview exigo implement upgrade enhancement fix following change management procedure maintain technical standard security compliance system documentation duty assigned qualification deep understanding 7 year experience administering sql server 2012 2017 production environment handson experience performing incident resolution tuning integration migration automation stored procedure agent job ability work independently ability accountable issue way resolution mcdba mcse data platform similar certificationdegree excellent written verbal skill ability make work process visible knowledge nosql preferably couchbase openness platform history working developer net environment appreciated experience couchbase dynamic ax qlikview exigo redshift worldventures privately held company based plano texas active representative member 28 country worldventures proudly offer competitive salary benefit including limited medical dental vision life ad fsa 401k robust vacation holiday package addition full time employee automatically receive worldventures membership cost allow employee access exclusive dreamtrips group travel experience
Django Developer,"Required PythonDjango Developer for Jaipur location Details are as follows 
Job Profile PythonDjango Developer
Company Type ECommerce Online Business
Required Experience Min 2 Years
Required Skills Expert in Python with good knowledge of Python web framework Django
Familiarity with some ORM Object Relational Mapper libraries
Able to integrate multiple data sources and databases into one system
Good understanding of serverside templating languages
Basic understanding of frontend technologies such as JavaScript HTML5 and CSS3
Knowledge of user authentication and authorization between multiple systems servers and environments
Location Jaipur
Job Type Fulltime
Pay 30000000 50000000 per year
Schedule
Day shift
Evening shift
Work Remotely
No"
PHP Developer,"About Us
A group that has been involved in ecommerce since 2002 With offices in the UK India Australia and New Zealand we have organically built a strong portfolio of online businesses and a host of recognisable brands Our India offices are in Vadodara and Ahmedabad and provide us with a suite of functions that include web production marketing accounting and support Where a lot of international companies utilize manpower from India we dont see them as a back office but rather the core of what we do and who we are as a team
The Job
Working alongside our development manager within our established yet expanding production function the role involves the maintenance of our own back end systems together with our cutting edge front end web applications Whether it is a new fusion project with our international partner APIs or making something work better the job has plenty of variety and scope for future growth as well as specialization potential We are currently deploying Laravel and Vuejs across our systems and so it is also a great opportunity for somebody senior that wants to get into the latest technologies
About You
You are truly passionate about creating solutions through code
At least 3 years experience within a similar role
You have worked within an ecommerce environment
Some exposure to payment gateway integrations would be beneficial
Strong knowledge of PHP 7 and object oriented programming
Experience with MySQL andor MongoDB SOAP RESTful APIs AJAX and jQuery
Proficient at maintaining classes and code libraries
Knowledge of software design patterns and MVC frameworks
Fluent with DB optimization techniques
Laravel and Vuejs knowledge advantageous
Highly focused and organised
Relentless and methodical approach to problem solving
Effective communicator in all forms
Some international exposure would be advantageous
An excellent standard of education
Intelligent a strong work ethic and an amazing attitude
Benefits
Market leading pay rates
Ability to work from home or from our offices
Performance based incentives
Strong solid and established company
Salary is completely negotiable based upon your ability
International travel opportunities
6 monthly salary reviews
95 of management promoted from within
World class training provided
Service recognition awards
Regular performance recognition awards
Accommodation available where required
Fantastic social events
Dynamic motivated international team
Your input makes a difference
What are you waiting for
It doesnt surprise us that we have become one of the most popular employers within the industry We pay well we invest in people and have fun whilst recognising your contribution
We are proud to have become an internationally award winning employer and want to continue our success through you A lot of people want an opportunity to showcase their talent and be recognised for it If you are considering a move just get in touch with our team who would be happy to help answer any of your questions If you are ready to apply simply email us a copy of your latest CV together with your expectations and why you think you are ideal for this role
Job Type Fulltime
Salary 30000000 50000000 per year"
Flutter Developer,"We are looking for flutter developer to work with our team for RaithuBazaar project and having atleast 2 years experience in developing apps And looking for immediately joining
Desire to work in a corporate environment able to selfmanage and work remotely sometimes
Must have built at least two Android andor iOS apps with Flutter
Proven working experience in software development
Working experience in mobile development
Have published one or more mobile apps in Google Play or App Store
Experience with thirdparty libraries and APIs
Working knowledge of the general mobile landscape architectures trends and emerging technologies
Solid understanding of the full mobile development life cycle including automated testing and building
Experience working in an agile development process
Be proficient in using version control and continuous integration with tools such as Git and Jenkins
Write clear maintainable and testable code that you are proud of
Good communication skills in English
Job Type Fulltime
Salary 2000000 3500000 per month
Experience
software development 3 years Preferred
work 2 years Preferred
total work 3 years Preferred
Education
Bachelors Preferred
Location
Hyderabad Telangana Preferred
Benefits
Health insurance
Provident fund PF
Paid leaves Leave encashment
Work from home
Industry
Customer Service
Work Remotely
Temporarily due to COVID19"
JavaScript Developer,"Location Hyderabad
Experience 45 Years
Skills 1 Handson experience in dotnet JavaScript jQuery Angular JS ASPNET MVC HTML CSS C SQL Server JSON XML RESTful Web Services Bootstrap IIS TFSGit Stash Design Principles and Pattern 2 Ability to understand the business requirements and implementing them into solution 3 Should have learning ability and attitude to deep dive into technologies to understand their usability 4 Good to have experience or working knowledge of Nodejs D3Js Azure SSRS or SSIS"
PHP Developer,"Immediate opening for php wordpress developer for a Middle East based company at Kakkanad Kochi Good understanding of frontend technologies including HTML5 CSS3 JavaScript jQuery along with Wordpress CMS Experience designing and developing responsive design websites Ability to understand CSS changes and their ramifications to ensure consistent style across platforms and browsers At least 2 years of experience working with WordPress PHP Javascript HTML CSS Ability to commit to and fulfill tight deadlines reliably
Skills
CSS3 HTML JavaScript JQuery WordPress PHP
Responsibilities and Duties
PHP Wordpress Developing
Required Experience and Qualifications
Experience 0 2 years in software development Preferred 
Graduation BCA Preferred 
Proficient in English Preferred"
iOS Developer,"JOB DESCRIPTION
Strong framework outside of iOS is always a plus
iOS experience and generalist engineers with backgrounds in related technologies is a plus
A disciplined approach to development documentation and file structure
Strong visual design sense and excellent taste
A constant desire to improve learn more and take things higher
An excellent understanding of networking mobile network issues concurrency and threading
Experience working with internationalized apps
RESPONSIBILITIES
Design and build advanced applications for the iOS platform
Collaborate with crossfunctional teams to define design and ship new features
Work on bug fixing and improving application performance
Continuously discover evaluate and implement new technologies to maximize development efficiency
Have published one or more iOS apps in the app store
A deep familiarity with ObjectiveC and Cocoa Touch
Experience working with iOS frameworks such as Core Data Core Animation Core Graphics and Core Text
Experience with thirdparty libraries and APIs
Working knowledge of the general mobile landscape architectures trends and emerging technologies
Solid understanding of the full mobile development life cycle
Responsible for working on different layers of the iOS apps
Help architect and maintain our set of native mobile applications"
Wordpress Developer,"Company description
We have been empowering clients with ideas for the last 15 years and offer solutions in Design Brand Communication and Advertising Our Strategies make brands more sustainable and profitable The solution design approach we follow positions them in a better perspective and contribute towards business growth increasing the ROI
Job description
We are looking for WordPress a Developer to Convert HTML Templates to WordPress
The Developer will be responsible for both the backend and frontend development including creating WordPress themes and plugins
This position requires a combination of programming skills such as PHP HTML5 CSS3 and JavaScript Apart from the technical skills the developer should have a strong sense of aesthetics and design and must understand arrangements on the screen the color and font choices etc
The candidate should have a strong understanding of Word press content management systems and plugins
Experience with responsive and adaptive design is strongly preferred The understanding of the entire web the development process including design development and deployment would be beneficial
Contract length 3 months
Expected Start Date 15112020
Job Types Fulltime Contract
Salary Up to 1500000 per month
Schedule
Day shift
Experience
WordPress 1 year Required
work 1 year Required
total work 1 year Required
Education
Bachelors Required
Work Remotely
No
Speak with the employer
91 9822667878"
JavaScript Developer,"Skill Set
Lead generation
Cold calling
Market research
Good communicator with excellent telephone etiquette
Responsible for prospecting and opening new business opportunities and meeting sales goals established by the company
Understanding customer needs budgets
Good Knowledge of MS office
Job Responsibilities
Conducting market research prospecting for target companies and contacts lead generation predefined identified sector
Creating a DB of report of target companies and contacts with relevant details
Deep Internet mining finding relevant contact person account mapping
Ability to obtain leads through the internet or other list generating opportunities that matches the current and future requirements
Manage sales pipeline
Getting referral recurring businesses maintaining key account
Building client relationships
Achieving lead generation target
Generating new leads through extensive web research internet marketingcold calling
Ability to develop and implement a lead generates and sales plan
Generate sales through referral partners"
Node js developer,"Who we are Fueled by a fundamental belief that having access to financial services creates opportunity PayPal NASDAQ PYPL is committed to democratizing financial services and empowering people and businesses to join and thrive in the global economy Our open digital payments platform gives PayPals 286 million active account holders the confidence to connect and transact in new and powerful ways whether they are online on a mobile device in an app or in person Through a combination of technological innovation and strategic partnerships PayPal creates better ways to manage and move money and offers choice and flexibility when sending payments paying or getting paid Available in more than 200 markets around the world the PayPal platform including Braintree Venmo and Xoom enables consumers and merchants to receive money in more than 100 currencies withdraw funds in 56 currencies and hold balances in their PayPal accounts in 25 currencies
Job Description Summary We are looking for a talented Full Stack Application engineer to be part of Payments Tools Frameworks Team PTF team Responsibilities include designing and developing web applications starting from web pages to backend DB storages
Job Description
About PayPal
Fueled by a fundamental belief that having access to financial services creates opportunity PayPal NASDAQ PYPL is committed to democratizing financial services and empowering people and businesses to join and thrive in the global economy Our open digital payments platform gives PayPals 210 million active account holders the confidence to connect and transact in new and powerful ways whether they are online on a mobile device in an app or in person Through a combination of technological innovation and strategic partnerships PayPal creates better ways to manage and move money and offers choice and flexibility when sending payments paying or getting paid Available in more than 200 markets around the world the PayPal platform including Braintree Venmo and Xoom enables consumers and merchants to receive money in more than 100 currencies withdraw funds in 56 currencies and hold balances in their PayPal accounts in 25 currencies
About Payments Tools Frameworks Team PTF
We are part of the Payments organization which is the heart of what PayPal does that handles all of the payment transactions involving PayPal and other partners Our mission is to deliver a great payment experience while ensuring we are not compromising on key attributes like quality availability and extreme reliability We work on building tools and Frameworks which focuses on the following areas
Prevention focusing on catching issue before changes goes LIVE
Detection focusing on how fast we can detect and triage issue on LIVE
Recovery focusing on building tools that can aid recover from an unintended Incident on Live
Who are we looking for
We are looking for seasoned Full Stack Application engineer to join us in this journey We want people who have a passion for designing and building tools
Your day today will include
Responsibilities of building web flow strategy front end and back end architecture working with the back end architecture team along with design and development of web backend application
Partner closely with product to craft great product experiences for users
Design and write scalable code following best development practices
Be a craftswoman and encourage code craftsmanship across the team
Deliver code in an agile team environment you will operate in the biweekly scrum model
Test your own code and deploy out to the cloud environment
Drive innovation through rapid prototyping and iterative development
Qualifications
Overall 5 8 years of experience in Software development which should include
3 years of working experience in midtier like Node or Java including Spring Spring boot frameworks
3 years of working experience in working with RelationalNoSQL database and message queuesbrokers
3 years experience with web application development including Nodejs applications on top of RESTful APIs
3 years production JavaScript application design development and testing experience
3 years of solid knowledge of popular JS frameworks and libraries React or Angular Backbone Underscore etc
Solid knowledge of algorithms and design patterns
Knowledge experience with GitHub
Experience in using JUnit TestNG for Unit Testing
Experience with technologies such as HTML5 CSS3 Webpack LESS Bootstrap Dust
Experience on Big Data Technologies such as Apache Spark Kafka Hadoop Hive etc
Exposure with Druid Elasticsearch Splunk
Exposure to atleast one scripting language Python Unix shell scripting etc
Experience in implementation of appropriate ML algorithms and tools is a plus
Strong desire to learn experiment and share knowledge with others
BE Degree in Computer Science or equivalent
Were a purposedriven company whose beliefs are the foundation for how we conduct business every day We hold ourselves to our One Team Behaviors which demand that we hold the highest ethical standards to empower an open and diverse workplace and strive to treat everyone who is touched by our business with dignity and respect Our employees challenge the status quo ask questions and find solutions We want to break down barriers to financial empowerment Join us as we change the way the world defines financial freedom
PayPal provides equal employment opportunity EEO to all persons regardless of age color national origin citizenship status physical or mental disability race religion creed gender sex pregnancy sexual orientation gender identity andor expression genetic information marital status status with regard to public assistance veteran status or any other characteristic protected by federal state or local law In addition PayPal will provide reasonable accommodations for qualified individuals with disabilities"
Backend Developer,"Role Software Developer Backend Developer
The world never stands still And new challenges arise every day With a passion for questioning things for supplying ideas and intelligently driving things forward we are helping society move towards a more intelligent future Be it with technologies that reduce carbon emissions in cities or hyperintelligent robots This is how we are able to tackle the most important projects and push them forward together Help us shape the future
With our innovative and integrated technology we support our customers in continuously improving the reliability safety and efficiency of products processes and plants
Can you help us shape the future Were looking for dedicated people with the skills and vision to build a better tomorrow Join our Digital Process Industries team as a System Engineer and help us create the technology that will transform entire industries cities and even countries
Change the future with us 
Primarily responsible for the development and delivery of parts of software components in projects based on the software design
Development and delivery of parts of a product in accordance to the customers requirements and organizational quality norms Activities to be performed include
Requirement analysis and design of software solutions based on requirements and architectural design guidelines
Implementation of features andor bugfixing and delivering solutions in accordance with coding guidelines and ontime with high quality
Derive software requirements and software functional specification validate software requirements provide software feasibility analysis and software effort estimation
Identification and implementation of unit and integration tests to ensure solution addresses customer requirements and quality security requirements of product are met
Perform code review and creation support for relevant documentation requirementdesigntest specification
What You Need To Make Real What Matters
We need a professional with 3 to 6 years of industry experience in enterprise application development especially Web applications
Proficient in C familiarity with the NET framework or Net Core
Good database skills hands on development skills for SQL Server Oracle
Experience in developing applications using ASP Net MVC Web API and knowledge on NET core will be an added advantage
Good experience on LINQ Entity Framework Restful Services
Strong understanding of objectoriented programming paradigms
Good understanding of basic data structures and algorithms
Must have good problemsolving skills
Good understanding of various design patterns SDLC experience in Agile methodologies
Experience in writing unit tests using NUnit or XUnit usage of version control tools like TFS Git etc
Weve got quite a lot to offer How about you
This role is based in Bangalore Youll also get to visit other locations in India and beyond so youll need to go where this journey takes you In return youll get the chance to work with teams impacting entire cities countries and the shape of things to come
Were Siemens A collection of over 379000 minds building the future one day at a time in over 200 countries Were dedicated to equality and we encourage applications that reflect the diversity of the communities we work in All employment decisions at Siemens are based on qualifications merit and business need Bring your curiosity and creativity and help us craft tomorrow
Find out more about Siemens careers at wwwsiemenscomcareers
Organization ADVANTA
Company Siemens Technology and Services Private Limited
Experience Level Experienced Professional
Job Type Fulltime"
