Job Title,Job Description
PHP Developer,"Looking for PHP Developer
Job Description
Must have skills in Core PHP and WordPress Magento Squarespace WIX Woo Commerce is a plus
Able to develop custom themes and plugins for WordPress CMS and debug various WP errors
Experience in WordPress theme development using HTML5 CSS3 JavaScript CMS JQuery and PHP frame work
Able to create a new theme from scratch using provided HTML
Knowledge of converting PSDs directly to WordPress would be a plusStrong experience of responsive theme structure
Experience working with JavaScript JQuery Knowledge of other Open Source CMS would be a plus
Ability to customize the WordPress with PHPMust be a creative and fast learner
And also Migration of WordPress website to new domains and new Hosting
Job Type Fulltime
Salary 1241400 2500000 per month
Schedule
Day shift
Experience
3 years 1 year Preferred
Education
Bachelors Preferred
Programming Languages needed
CSS Preferred
Python Preferred
PHP Preferred
NET Preferred
HTML Preferred"
Full Stack Developer,full stack engineer practice engineering report director engineering flsa exempt summary working together project manager designer engineer full stack engineer responsible developing maintain awesome application client utilizing full chaione tech stack essential duty responsibility independently produce code mobile ha documented communicated trained create productionready code follows defined project architecture chaione best practice leverage latest full stack best practice code testable readable well documented deployed cloud environment work within highly effective development team complete implementation per architecture time within project parameter stakeholder satisfaction create rapport communicate development decision seniorleadsapm educate peer junior developer best practice competency bachelor degree computer science related field 15 year development experience animation deployment docker ember cli aws heroku azure analytics flurry amazon mobile analytics google analytics apple app analytics sentryio continuous integration push notification configuring project receive push notification provisioning experience push service provider urban airship azure amazon sn localization internationalization json api emberjs ember cli ember data handlebar reactjs flux redux npm yarn chaione tool stack bitbucket jira swagger openapi specification oas good written verbal communication skill anjularjs plus predix certification plus take chaionaut chaione tightknit bunch creative curious passionate people reason know d love work flexible social work environment ll solve challenging meaningful problem worth solving explore cutting edge technology harness power transform way business operate please note job description designed cover contain comprehensive listing activity duty responsibility required employee job duty responsibility activity may change time without notice
Machine Learning,"We are looking for a data scientist that will help us discover the information hidden in vast amounts of data and help us make smarter decisions to deliver even better products Your primary focus will be in applying data mining techniques doing statistical analysis and building high quality prediction systems integrated with our products
Responsibilities
Selecting features building and optimizing classifiers using machine learning techniques
Data mining using stateoftheart methods
Extending companys data with third party sources of information when needed
Enhancing data collection procedures to include information that is relevant for building analytic systems
Processing cleansing and verifying the integrity of data used for analysis
Doing adhoc analysis and presenting results in a clear manner
Creating automated anomaly detection systems and constant tracking of its performance
Requirements
Excellent understanding of machine learning techniques and algorithms such as kNN Naive Bayes SVM Decision Forests etc
Experience with common data science toolkits such as R Weka NumPy MatLab etc depending on specific project requirements Excellence in at least one of these is highly desirable
Great communication skills
Experience with data visualisation tools such as D3js GGplot etc
Proficiency in using query languages such as SQL Hive Pig
Experience with NoSQL databases such as MongoDB Cassandra HBase
Good applied statistics skills such as distributions statistical testing regression etc
Good scripting and programming skills if you expect that the person in this role will integrate the solution within the base application list any programming languages and core frameworks currently being used
Dataoriented personality"
JavaScript Developer,"Kolkata
Web Developer
HTML CSS PHP CakePHP JAVASCRIPT Wordpress Jquary MySQLAjax Joomla
Experience 0 5 Years
Salary 1 Lac 50 Thousand To 6 Lac PA
Industry IT Software Application Programming Maintenance
Qualification Diploma Professional Degree BCA BTechBE MCA
Key Skills Computer CSS PHP CakePHP Wordpress Javascript Jquery MSQL Ajax joomla
About Company
Company Name
100 Assured Job Consultancy
About Company Live your dreams with us
Email ID soniaspatgmailcom"
Machine Learning,"Machine Learning Engineer
Job Locations 
Bangalore Kochi
Must have
3 10 years experience developing software for Computer Vision MachineDeep learning
Hands on with C C Python Linux C
Hands on with OpenCV TensorFlow Caffe CUDA OpenCL OpenGL
Handson experience with internals of networks CNN RNN LSTM SSD etc Customization of NN and improving performance
Experience with GPUDSPISPSoC architecture and system software
Handson experience with one or more leading embedded SoC platforms Nvidia Qualcomm NXP Movidius etc
Good analytical and problemsolving skills
Knowledge of computer architecture
Can build prototypes leading to production worthy solutions
Contribution in research communities publishing papers or participation in Github projects related to machine learning would be a distinct advantage
Education
ElectronicsElectricalComputer Science GraduatePost GraduatePhD"
DevOps Engineer,"Basic Info
Location
Bangalore Karnataka India
Job type
FullTime
Contract
RegularPermanent
Take the next step in your career at ABB working in a team that is writing the digital future with ABB Ability The ABB Ability Genix Industrial Analytics and AI Suite has been designed to unlock the value of data by combining ABBs deep industrial domain expertise with digital technology and capability to deliver a modular and scalable solution The solution helps assetintensive industries with complex processes make timely and accurate insightdriven decisions and respond rapidly to achieve high degree of optimization and control across the entire value chain leveraging Industry 40 principles
ABB is a leading global technology company that energizes the transformation of society and industry to achieve a more productive sustainable future With a history of excellence stretching back more than 130 years ABB has been a pioneer through the four Industrial revolutions and is at the forefront of the Industry 40 By delivering digitalization to its electrification robotics automation and motion portfolio ABB pushes the boundaries of technology to drive performance to new levels
This is a DevOps Engineer role reporting to the Research Development Senior Engineering Manager in business area Industrial Automation IA located in Bangalore You will be working at Ability Innovation Center AIC home to the largest technology and engineering pool in ABB globally and is a part of ABB Global Industries and Services Private Limited a subsidiary of ABB It is based in Bangalore the siliconvalley of India Its unique infrastructure places research development engineering and service teams under one roof increasing collaboration and reducing time to market with no compromise on quality
If you are looking for an environment that actively blends the boundaries between technology data domain and Industrial AI to create next generation analytics solutions for processes automation customers and helping them on their journey towards autonomous operations then this is the team for you Join ABB and harness the power of our diverse global network as you collaborate with and learn from our worldclass teams Above all challenge yourself every day Lets write the future together
Your responsibilities
Designing integrating test automation solutions with Azure DevOps framework
Evaluating and integrate test automation applicationcode with the overall DevOps framework
Creating and Maintaining Azure DevOps Build Release pipelines for automated end to end test execution on Platform functionality
Collaborating with developers and customer teams to understand features and solutions that are being implemented
Demonstrating solid competence in technologies tools and methods in own specialist area through solving complex industrial problems
Contributing to the development of strategic technology plans and project portfolio in own organization
Living ABBs core values of safety and integrity which means taking responsibility for your own actions while caring for your colleagues and the business
Your background
MCABTechBE from a reputed University in Computer Science ElectronicsInstrumentation
Required 69 years of experience in Azure DevOps quality assurance
Experience in Azure DevOps Build Release Pipelines to enable continuous deployment and continuous testing of the Ability Platform
Should have experience and practical skills on NET Core C PowerShell
Should have experience in Python Docker technologies and RESTAPIs
Knowledge of QA methodologies in the context of an Agile software lifecycle
Exposer toward Containerization
More about us
ABB is an equal opportunity organization
Bring your very own sense of pride and purpose as you help us drive forward the Fourth Industrial Revolution creating a sustainable future for our planet and your career Join ABB and harness the power of our diverse global network as you collaborate with and learn from our worldclass teams Above all challenge yourself every day Lets write the future together
Important please include in your CV the following passage
I hereby agree for my personal data included in my job application to be processed in line with the needs of recruitment in accordance with the Law on Personal Data Protection of 29th August 1997 Law Gazette from 2002 No101 heading 926 as amended
Reference Number
IN76337986E2
Publication date
20201020"
DevOps Engineer,"Hi Folks
Urgent requirement for Devops Engineer for 6 to 1 year contract
 Take ownership of CICD tools like Jenkins GitHub actions GitLab pipelines
preferable
 Deep familiarity with computer networksoperating system concepts
 Fundamental basic knowledge of programming languages
 Handson experience with Terraform preferable ansible Puppet Chef
 Handson experience with Pythongo
 Experience with GCP preferable AWS Azure
 Comfortable with Linux can live in the terminal
 Knows about network security and protocols
Job Types Parttime Contract
Experience
total work 4 years Preferred"
Machine Learning,"Job Description
About our client
Our Client is building Indias largest content marketplace that brings companies and content creators together to scale up content creation processes across 10 content verticals and 150 content categories 40 content verticals and 40 global languages
Job description
Design develop test deploy maintain and improve ML models
Implement novel learning algorithms and recommendation engines
Apply Data Science concepts to solve routine problems of target users
Translates business analysis needs into welldefined machine learning problems and
selecting appropriate models and algorithms
Create an architecture implement maintain and monitor various data source pipelines
that can be used across various different types of data sources
Monitor performance of the architecture and conduct optimization
Produce clean efficient code based on specifications
Verify and deploy programs and systems
Troubleshoot debug and upgrade existing applications
Guide junior engineers for productive contribution to the development
The ideal candidate must 
4 or more years of experience in ML Engineering
Proven experience in NLP
Familiarity with language generative model GPT3
Ability to write robust code in Python
Familiarity with ML frameworks and libraries
Handson experience with AWS services like Sagemaker and Personalize
Exposure to state of the art techniques in ML and NLP
Understanding of data structures data modeling and software architecture
Outstanding analytical and problemsolving skills
Team player an ability to work cooperatively with the other engineers
Ability to make quick decisions in highpressure environments with limited information
Industry
SaaS
Work Experience
58 years
Salary
15 LPA
City
Mumbai
StateProvince
Maharashtra
Country
India
ZipPostal Code
400008"
DevOps Engineer,"Hewlett Packard Enterprise HPE advances the way people live and work We bring together curious minds to create breakthrough technology solutions helping our customers make their mark on the world
HPE Global IT is immediately seeking a DevOps Engineer
Overview Do you consider yourself a software engineer and leader with a tenacious attitude Are you someone who can jump in and contribute to a dynamic team environment Are you passionate about development automation and container technologies
The DevOps Engineer will be part of the Global ITs Cloud Services team in the Infrastructure and Operations organization and will report to the Sr Manager of Cloud Services The ideal candidate will have a demonstrated experience in software engineering cloud native technologies DevOps automation frameworks and architecture deploying and managing CICD pipelines
Requirements
Ability to execute on multiple projects as an engineer with internal and outsourced partners responsible for all stages of design and development for the supported platforms Responsibilities includes solution design analysis coding testing documentation integration and operations
Drive innovation and integration of new technologies into projects and activities in the Global IT organization
Champion DevOps best practices including improved scalability performance reliability and speed to market
Professional software engineering experience in integration areas including container orchestration authentication authorization microservices architectures distributed object storage software image repositories and configuration management
DevOps experience with CICD pipelines automated testing platforms site reliability engineering and chaos monkey testing
Software expertise in distributed systems and services models RESTbased services as well as integration with 3rd party web services orchestration systems control and management planes
Highly motivated and ability to provide selfdirected execution
Knowledge and Skills
Experience with containers and microservices in a production environment
Experience with APIdriven integration across multiple subsystems
Experience defining robust APIs and providing implementations using a microservices architecture model
Experience with a modern CICD implementations Jenkins CircleCI Gitlab CI etc
Experience with a Secret Management platforms Hashicorp Vault
25 years development experience with Python Node or Go or C C C Java JavaScript or similar programming languages
25 years of experience in designing building and supporting in DevOps fashion multitenant software platforms
Must have Linux or Unix software development expertise
Experience in automating largescale deployments with modern tools Ansible Ansible Tower Chef Puppet
Experience with various container runtimes and orchestration platforms Docker Containerdcri Swarm K8s Mesos
Experience with container registries DTRJfrogHarbor and how to manage securitygovernance for docker containers
Great verbal and written communication skills and ability to effectively communicate product architectures and design proposals
Demonstrated ability to collaborate across teams and larger organization
Excellent analytical and problem solving skills
Bachelors degree in Computer Science or related field and a minimum of 2 years of related experience or 5 years of equivalent working experience
Soft Skills
Excellent communication skills written verbal
Good Documentation Skills
Good Presentation Skills
Build and maintain relationships with stakeholders
What we can offer you
Extensive benefits a competitive salary and participation in the shared values and purpose that make Hewlett Packard Enterprise one of the worlds most attractive employers At HPE our goal is to provide equal opportunities flexible worklife balance and constantly evolving career growth
If you are looking for challenges in an exciting supportive and international work environment then we definitely want to hear from you Continue the conversation by clicking apply now below or directly via our Careers Portal at wwwhpecomcareers
Join us and make your mark
Find out more about us and follow us on
httpswwwfacebookcomHPECareers
httpstwittercomHPECareers
HPE is an Equal Employment Opportunity VeteransDisabledLGBT and Affirmative Action employer We are committed to diversity and building a team that represents a variety of backgrounds perspectives and skills We do not discriminate and all decisions we make are made on the basis of qualifications merit and business need Our goal is to be one global diverse team that is representative of our customers in an inclusive environment where we can continue to innovate and grow together
GlobalITIN
1069630"
Network Administrator,"looking for computer engineer freshers can also apply
Responsibilities
Designing and developing hardware components including circuit boards processors and memory cards
Testing hardware components individually and in tandem with external computer systems
Analyzing systems data in order to make changes to the hardware configuration
Maintaining and administering computer networks and related computing environments including systems software applications software hardware and configurations
Performing disaster recovery operations and data backups when required
Protecting data software and hardware by coordinating planning and implementing network security measures
Troubleshooting diagnosing and resolving hardware software and other network and system problems
Replacing faulty Computer network hardware components when required
Conferring with network users about solving existing system problems
Designing configuring and testing networking software computer hardware and operating system software
Skills
Ability to implement administer and troubleshoot network infrastructure devices including wireless access points firewall routers switches controllers
Ability to create accurate network diagrams and documentation for design and planning network communication systems
Provides specific detailed information for hardware and software selection
Ability to work with all levels of staff within and outside of IT and outside the organization
Network security Knowledge
Analytical thinking with good problemsolving abilities
Extensive knowledge of computer hardware software and electrical systems
Ability to see potential problems in a system setup
WHATSAPP YOUR CV ON 9I7252888791 HR TEAM"
Wordpress Developer,"We are seeking a WordPress Developer responsible for both backend and frontend development including creating WordPress themes and plugins This position requires a combination of programming skills namely PHP HTML5 CSS3 and JavaScript and aesthetics understanding element arrangements on the screen the color and font choices and so on The candidate should have a strong understanding of industry trends and content management systems Experience with the responsive and adaptive design is strongly preferred Also an understanding of the entire web development process including design development and deployment is preferred
Responsibilities
Designing and implementing new features and functionality
Establishing and guiding the websites architecture
Ensuring highperformance and availability and managing all technical aspects of the CMS
Helping formulate an effective responsive design and turning it into a working theme and plugin
Skills And Qualifications
Good understanding of frontend technologies including HTML5 CSS3 JavaScript jQuery
Experience building user interfaces for websites andor web applications
Experience designing and developing responsive design websites
Comfortable working with debugging tools like Firebug Chrome inspector etc
Ability to understand CSS changes and their ramifications to ensure consistent style across platforms and browsers
Ability to convert comprehensive layout and wireframes into working HTML pages
Knowledge of how to interact with RESTful APIs and formats JSON XML
Proficient understanding of code versioning tools such as Git SVN and Mercurial
Strong understanding of PHP backend development"
Full Stack Developer,job description position lead java fullstack developeriv iii location richfield mn duration 612 month longer nonlocal allowed visa restriction none valid ead interview process 30minute phone followed 60 minute inperson panel interview hacker rank mn candidate
JavaScript Developer,"We are looking for outstanding Full Stack Developer PHP CSS and Javascript to be responsible for the designing structuring and developing amazing products that benefit hundreds or thousands of customers Techapult is a leading firm in IT industry We are looking to hire talented Developers that are looking to work in a high paced and very challenging environment A FullStack Developer will Work throughout the entire product lifecycle of New and existing Projects Work on upandcoming products and betas Work in a team with 38 other developers Work on reviewing other developers code Writing test cases for code new or existing code Training and reviewing work of other Junior developers Minimum qualifications 3 years experience in Strict Coding Standards in PHP Javascript CSS and Mysql Degree in Computer Science or a similar technical field of study or equivalent practical experience Good written and verbal English communication skills and team mindset Proficient understanding of clean code principles Extensive knowledge of PHP SQL and JavaScript
Job Types Fulltime Parttime
Salary 2000000 3000000 per month
Schedule
Day shift
Flexible shift
Experience
PHP Developer 3 years Preferred
total work 3 years Preferred
CSS 3 years Preferred
Javascript 3 years Preferred
Education
Bachelors Preferred
Benefits
Health insurance
Provident fund PF
Industry
Software Development
Work Remotely
Yes"
Network Administrator,NETWORK Support Engineer Desired skills Minimum 6 years of relevant experience Excellent problem solving and analytical skills Excellent experience on SecurityIPS WAN Optimizer Riverbed SolarWinds Indepth understanding of core Routing and Switching TCP IPv4 IPv6 protocols DNS DHCP SNMP VLAN VPN MPLS etc Strong hands on experience on routing switching security devices load balancers etc Experience and expertise in working on industry standard devices and technologies like Cisco Aruba Juniper etc Job Description Routing switching Security Install configure and maintain various network devices and services like Routers Switches Firewalls Load balancers VPN QoS etc Perform network maintenance and system upgrades including service packs patches hot fixes and security configurations Maximize network performance by monitoring performance troubleshooting network problems and outages Schedule upgrades collaborate with network architects on network optimization Secure network system by establishing and enforcing policies defining and monitoring access Reporting network operational status by gathering prioritizing information managing projects Work with partners to ensure that their networks are configured and maintained to support the levels of availability required Network Visio diagram SOP and documentation update Wireless Concrete knowledge on implementing and configuring Cisco Wireless LAN controller autonomous and light weight access point DHCP configuration upgrade procedures of WLC Configuration of SSID layer3 authentication method guest access and web authentication Cisco wireless Lan controller deployment methods Understanding of licensing redundancy setup access point groups layer2 authentication PSK flex connect Troubleshooting WiFi issues related connectivity coverage and authentication CCNP voice candidates are preferred CCNP wireless candidates are preferred
