Job Title,Job Description
JavaScript Developer,"Job Description
We are looking for JavaScript Developer having 6 Mon 2 years experience Should have a proven Track background and ability to create wonderful web layouts from concept to publishing using the latest technologies
Profile JavaScript Developer
Experience 6 Mon to 2 yrs
Location Malviya Nagar Sector 12 Jaipur
Salary According to company standard
Responsibilities and Duties
Understanding the Application Deployment Lifecycle
Design and develop flexible JavaScript code
Troubleshooting and Debugging Applications
Monitoring Updates and Protection
Optimizing components for maximum performance across a vast array of webcapable devices and browsers
End User Support and Training
Scheme Management Collaboration and Communication
Contribute to our technical innovation by learning and sharing your knowledge with our Engineering teams
Skill Set
React Native
ReactJS
JavaScript
ES6
Typescript
Basic knowledge of Android or IOS
Qualification
No specific anyone who has knowledge can apply
How To Apply
At Deorwine Infotech we are enthusiastic about our people We believe in promoting an environment where you will feel motivated inspired and rewarded Well approach you with respect and give the potential for you to grow a great career Learn more about our interesting opportunities and JavaScript Developer jobs located in JAIPUR"
Machine Learning,"AppZen is the leader in AI software for finance teams Over 1800 global enterprises use AppZen to automate manual finance processes reduce expenditures and gain realtime insights into their business spend trends Our patented software technology delivers AI deep learning semantic analysis and Star Match the only automated spend validation that processes intelligence from thousands of data sources documents and images to understand financial transactions and make decisions based on finance policies AppZen is the platform of choice for todays digital CFO and their teams including four of the top five banks four of the top ten media companies four of the top ten pharmaceutical manufacturers two of the top five aerospace companies and six of the top ten software providers
Weve taken off this year Since releasing our platform in 2016 over 1800 enterprises have standardized on AppZen including three of the top ten banks four of the top ten media companies three of the top ten pharmaceutical manufacturers two of the top five aerospace companies and five of the top ten software providers We were a Gartner Cool Vendor and have been recognized as one of the fastestgrowing technology companies in the market In 2019 we received 50 million in Series C funding from Lightspeed Redpoint and other leading venture capitalist firms
We are looking for a Data Scientist to come and work on our growing AI stack You will be working with a team of highly skilled and motivated data scientists and machine learning engineers If you are excited about natural language understanding and machine translation AppZen is the right place for you to apply and grow your skills
MustHave
Solid understanding of machine learning fundamentals and familiar with standard algorithms and techniques
Ability to analyze a wide variety of data structured and unstructured observational and experimental to drive system designs and product implementations
Expert knowledge of a statistical computing language such as Python or R Knowledge of probability and statistics including experimental design predictive modeling optimization and causal inference Experience in design and deployment of realworld largescale userfacing systems
Ensure data quality throughout all stages of acquisition and processing including such areas as data sourcingcollection ground truth generation normalization transformation crosslingual alignmentmapping etc
Manage your own process identify and execute on high impact projects triage external requests and make sure you bring projects to conclusion in time for the results to be useful
Excellent written and verbal technical communication skills communicate proposals and results in a clear manner backed by data and coupled with actionable conclusions to drive business decisions
MSc or ME or MTech in Computer Science Engineering Statistics or other relevant technical fieldMust have 46 years of industry experience
Able to work onsite in Pune IN
You are a team player
Come as you are we do not discriminate We celebrate support and thrive upon our diverse customer and employee base"
Flutter Developer,"Qualification Any UGPG Degree
Experience 3 years
Work Location Coimbatore
Skills 
Expert in Dart with strong knowledge of any other native or cross platform mobile development framework Swift iOS Java Android React Native
Able to integrate multiple data sources and databases into one system
Must have built at least two Android andor iOS apps with Flutter published on app store
Experience with thirdparty libraries and APIs
Working knowledge of the general mobile landscape architectures trends and emerging technologies
Solid understanding of full mobile development life cycle and building
Experience working in an agile development process
Must come from Native or Cross Platform Development background using other technologies such as Swift iOS Java Android or React Native
Understanding of accessibility and security compliance
Strong unit test and debugging skills
Should have worked and successfully deployed apps using Flutter framework
Experience with thirdparty libraries and APIs
Experience in API integration
Strong knowledge of Flutter and how to deal with different screen sizes
Addon knowledge of Android SDK different versions of Android
Familiarity with RESTful APIs to connect Mobile applications to backend services
Strong knowledge of UI design principles patterns and best practices
Understanding of Googles Android design principles and interface guidelines
Proficient understanding of code versioning tools such as Git
Working experience in mobile development
Job Responsibilities 
Writing reusable testable and efficient code
Design and implementation of lowlatency highavailability and performant applications
Developing User Interface of the application based on assets provided by the design team
Developing business logic based on application requirements and integrating API based on endpoints provided by the backend development team
Implementation of security and data protection
Integration of data storage solutions"
Django Developer,"Responsibilities and Duties
1Development of Python Django Application
2 Train the developers for the development of Django application
3 Development of RESTful APIs using Django REST Framework DRF
4 Assist to Backend and Frontend Developers for code integrations
5 Participating in architectural design and product discussions
6 Code Review of the application
Qualifications and Skills
1 2 years experience of Python coding
2 23 years of handson experience with the Django framework is preferred
3 Strong understanding of Django framework
4 Should have experience in REST and SOAP web services API 
5 Familiarity with Django ORM Object Relational Mapper
6 Solid database skills in a MySQL relational database
7 Knowledge of Django RESTful APIs
8 Basic understanding of frontend technologies such as JavaScript HTML5 and CSS3
9 Understanding of fundamental design principles behind a scalable application
10Strong knowledge of version control ie git bitbucket etc
11Experience in deploying Python applications into production
12Excellent problemsolving skills
13Excellent verbal and written communication skills
Job Type Fulltime
Salary 2500000 3000000 per month
Experience
 software development 1 year Preferred
 work 1 year Preferred
 total work 1 year Preferred
Education
 Bachelors Preferred
Housing rent subsidy
 No
Industry
 IT Operations Helpdesk"
Network Administrator,"HIRING SOME NETWORK ENGINEERS
Job Description
Good Knowledge in Network related issues troubleshooting
Hands on experience on Cisco routers and Switches
Dealing with network connectivity LAN WAN and MAN
Should have experience in Communicating and documenting incidents to include cause
action and solution as well as root cause analysis
Knowledge in router and switches hardening for secure network infrastructure
LAN configuration STP RSTP MSTP Vlans VTP Trunks Etherchannels High availability
HSRP VRRP GLVP Port Security
Checking logs of router and switches for troubleshooting network issues
Routing Protocols StaticDefault routing RIP OSPF EIGRP
Configuring and troubleshooting HSRPload balancing Primary Secondary Paths
Must possess Excellent Communication Skills
WHATSAPP YOUR RESUME ON 9I7617573312HR TEAM"
Software Engineer,"Macro Developer Reporting Analyst
UI Path developer
UI Path developer
UI Path developer
UI Path developer
UI Path developer
UI Path developer"
JavaScript Developer,"Role Javascript Developer
Position Fulltime 
Location Hyderabad 
Requirements
A bit about you 
You have strong commercial experience working with modern frontend frameworks such as Vuejs Reactjs or Angular
You have strong knowledge of modern HTML and CSS practices
You have strong knowledge of SEO UX web accessibility and performance
You are comfortable working with web services such as REST and JSON
You have experience in integrating with thirdparty APIs
You have experience building responsive web applications with crossbrowser compatibility
You have a solid understanding of source control systems such as Git
You hold yourself to high coding standards and are a strict follower of front end best practices
You have a basic knowledge of relational databases
You have strong communication and interpersonal skills
You have been involved in code reviews and given feedback to other developers
Job Type Fulltime
Pay 29828200 155174500 per year
Schedule
 Monday to Friday
Experience
 ReactJS 2 years Required
 JavaScript 5 years Required
 Vuejs 1 year Required
 AngularJS 1 year Required
Education
 Bachelors Required
Location
 Hyderabad Telangana Preferred"
Java Developer,"Do you have a passion for software development and its use in the industry
Do you find yourself dreaming up creative solutions that you want to build and make real
Are you technically skilled and ready to build production solutions that could impact the future of ICCU
If you can answer yes to these questions Idaho Central Credit Union may have an opportunity ideally suited for you
As a software developer intern your primary objective is to create innovative and impactful solutions that will enable the credit union to realize opportunities not present today This role will also maintain an emerging technology focus helping to inform business partners on upcoming opportunities and technologies
With oversight writes code to create applications and solutions for server and client side production level systems using standard industry languages IDEs and tools Writes complex code that deploys to Servers clients mobile platforms core systems hosted platforms and other systems
With oversight suggests ways to leverage existing software services and systems to improve internal operations and member service
Analyzes writes and converts user stories into detailed work requirements tasks plans out and writes code to implement defined requirements in connection with sponsor and stakeholder vision
Maintains a working knowledge of current and trending software development languages IDEs and methodologies for use in current and future efforts in support of the credit union mission
Participates in regular code reviews to assure quality code is being created with detection and correction of issues and security gaps
Participates in production level code release cycles and procedures
Writes tests and assists in deploying code to production systems following standard software development lifecycle methodologies and provides maintenancesupport as needed
Performs maintenance tasks on systems and services to which the Innovations team has responsibility for maintaining Writes and deploys fixes and upgrades to systems as needed
Participate in weekly meetings with the IT team to discuss progress current and upcoming development projects and issues that need to be resolved
Complete miscellaneous tasks and projects as requested
High School Diploma Current pursuance of a software development based 4year degree program or recent graduate Willingness to learn and apply development languages from among the following to create production level code and solutions AngularJS NodeJS WCF WPF and ASPNET NET 35 or above Java JavaScript MS Visual StudioNet MSVC Visual C Visual C XCodeObjective C Swift Android C C PHP Python MySQL SQL XML HTML5 Willingness to work within agile development methodologies to create applications Ability to prioritize meet deadlines and manage changing priorities with limited direction Creative problem solving skills with new concepts and ideas formed for consideration Willingness to work occasionally outside of normal business hours Excellent English oral and written communication skills Demonstrated ability to work independently as well as part of a project team in a cooperative effort Ability to maintain the confidentiality of the Credit Union and member records at all times
Perform tasks requiring manual dexterity processing paperwork filing stapling sorting collating typing counting cash etc Sit for extended periods of time Lift 2040 pounds of applicable supplies including but not limited to copy paper cash drawers marketing material etc Repetitive motion using wrists hands and fingers Reach keyboards Ability to operate basic office machines calculator computer telephone copy machine fax machine etc
Must be eligible for membership at Idaho Central Credit Union to obtain employment
EOEMinoritiesFemalesVetDisability
Idaho Central Credit Union is a dynamic financial institution that is focused on helping our members achieve financial success Established in 1940 we have become the largest and fastest growing financial institution in the state of Idaho ICCU was voted for large companies the Best Place to work in Idaho We have also been named by SP Global Market Intelligence as the top performing credit union in the nation We are a talent based organization looking for talented individuals to help our members achieve financial success"
DevOps Engineer,"At Fortanix we are redefining cloud security We are seeking DevOps engineers to build maintain and improve our production infrastructure and development tools The DevOps Team has wideranging impact at Fortanix we ensure that all Fortanix Engineers can reliably efficiently and safely deliver our product to customers we measure monitor and automate whenever and whatever we can we continually look for ways to improve ourselves and our tools
You will
Contribute to a friendly and helpful company culture
Build and maintain automation to improve the efficiency of all Fortanix engineers
Define the production metrics we should track and ensure were monitoring them
Participate in oncall rotation
Contribute to defining security bestpractices and ensuring our infrastructure adheres to them
Write and deploy code and continue to find ways to make it easier for your peers to do the same
Requirements
You are someone who
Exhibits uncompromising integrity
Pays attention to detail
Thinks critically about complex technical problems
Can work independently while also being an effective member of a team
Is interested in continual learning and improvement
You have
7 years of software engineering experience preferably in a DevOpsrelated role
Proficiency in a scripting language such as Python Ruby Perl or Bash
An understanding of networking protocols such as IP DNS TCP TLS
Experience with Linux administration
Experience two or more CSPs Azure AWS GCP Alibaba Cloud IBM cloud Oracle cloud etc
Experience with two or mode suits of VMware vSphere vCenter vSAN vCloud Director vRealize Tanzu etc
Orchestration frameworks like Kubernetes OpenShift
Configuration and provisioning management tools like Chef Ansible and Puppet
Monitoring tools such as Sensu Prometheus Nagios or similar Continuous integration systems like Jenkins and Travis
Benefits
Free catered lunch every day
Friendly culture that brings the best out of everybody"
Database Administrator,overall objective purpose responsible assisting designing planning implementing db2 luw database including security access documentation provides technical assistance identifying evaluating developing system procedure relate database principle duty responsibilities minimum 1 2 year handson dba production experience db2 v10x linux basic ability update modify reconfigure backup restore database basic ability create modify test implement maintain database script shell script perl python etc basic understanding disaster recovery database backup procedure basic knowledge tsa hadr single multiple standby server demonstrated troubleshooting performance tuning db2 luw basic ability use database analysis tool db2 visual studio db2pd db2top db2 explain etc basic ability detect analyze troubleshoot escalate database incident basic ability forecast recommend implement capacity planning strong time management skill independent decisionmaking capability focus customer service basic knowledge window linux aix configuration function db2 luw v111 linux plus basic knowledge one database mysql mssqloracle plus assist developing database best practice related performance capacity archiving maintains database documentation database library best practice performance capacity metric assist development maintenance strategy maintenance script relating backup recovery database adheres service level agreement following established sla performance requirement adheres best practice following established best practice performance participates individual professional development completing assigned development plan participating mentoring activity tracking reporting development communicating career path goal objective scope complexity function responsible influenced low moderate influence database structure administration diversity location responsible influenced moderate collaborates individual variety site typical job problem difficulty client operational issue database performance issue hour support requirement financial accountability medium mistake could lead costly penalty downtime etc management job report direct technology manager job report indirect operation manager direct report job none authority staff managed none indirect report influenced none level complexity managingorganizing staff general extent decision governed procedure referred high majority action dictated policy procedure must escalated management resolution standard requirement research analysis frequent new product research analysis opportunity consequence typical error supervision frequent moderate high impact error work performed daily basis could lead costly penalty service interruption frequency complexity internal business contact frequent moderate complexity deal client semicomplex issue daily basis frequency complexity external business contact infrequent low impact deal vendor occasionally physical time travel operating machinery environmental etc minimal physical requirement low travel special environmental issue shared oncall responsibility 24x7x365 environment education minimum education bachelor s degree technical major equivalent experience db2 database certification plus year experience 1 2 year related experience degree essential special training requirement prehire itil foundation training certification skill required exhibit professional customer appropriate communication written verbal listens effectively demonstrates empathy understanding others concern demonstrates knowledge technique needed experience dealing difficult demanding customer display strong technical writing skill present information professional engaging manner promotes teamwork cooperation build strong relationship level effectively collaborates negotiates organizes plan work effectively balance priority among stakeholder effectively resolve complex issue reviewing analyzing relation information diagnosing evaluating option implementing solution exhibit sound business judgment exhibit common sense completes work thorough accurate well thought timely manner attention detail demonstrates high degree ethic integrity confidentiality time display initiative selfmotivation set high goal self others demonstrates strong sense urgency achieves result high pressure environment exhibit ability accept constructive feedback effectively implement manages process effectively delivers training area expertise requirement must able support 24x7x365 operation required include holiday weekend work needed
Software Engineer,"Job Description Experience in Teradata Development
Experience with Bteq Unix and any of the ETL tool InformaticaDataStage Experience with Teradata StudioViewpoint toad Datapoint Certified Teradata Masterdeveloper will be an added advantage Jenkins build pipeline automation Agile experience is good to have
Job Description Experience in Teradata Development
Experience with Bteq Unix and any of the ETL tool InformaticaDataStage Experience with Teradata StudioViewpoint toad Datapoint Certified Teradata Masterdeveloper will be an added advantage Jenkins build pipeline automation Agile experience is good to have"
